ID,Category,Valence,Arousal
Landscapes_172_h,Landscapes,6.64,3.27
Landscapes_173_h,Landscapes,7.43,3.62
Landscapes_174_h,Landscapes,7.69,3.1
Landscapes_175_h,Landscapes,7.79,2.21
Landscapes_176_h,Landscapes,7.51,2.6
Landscapes_177_h,Landscapes,3.15,7.08
Landscapes_178_h,Landscapes,7.69,4.02
Landscapes_179_h,Landscapes,7.14,3.32
Landscapes_180_h,Landscapes,8.54,2.9
Landscapes_181_h,Landscapes,4.61,5.15
Landscapes_182_v,Landscapes,6.5,3.94
Landscapes_183_h,Landscapes,8.31,3.35
Landscapes_184_h,Landscapes,6.37,4.08
Landscapes_185_v,Landscapes,7.86,2.54
Objects_002_h,Objects,2.66,6.27
Objects_003_h,Objects,2.39,6.79
Objects_004_h,Objects,3.05,6.47
Objects_008_h,Objects,5.28,5.59
Objects_009_h,Objects,4.73,5.53
Objects_010_h,Objects,4.5,4.93
Objects_011_h,Objects,2.87,5.89
Objects_014_h,Objects,5.12,5.73
Objects_016_h,Objects,6.28,4.82
Objects_020_h,Objects,5.91,4.31
Objects_022_h,Objects,3.04,6.54
Objects_024_v,Objects,5.28,5.45
Objects_025_h,Objects,6.8,4.73
Objects_026_v,Objects,5.79,4.62
Objects_028_v,Objects,6.17,4.31
Objects_029_h,Objects,5.96,5.19
Objects_030_v,Objects,6.87,4.12
Objects_031_h,Objects,5.98,5.27
Objects_032_v,Objects,6.65,4.51
Objects_033_h,Objects,6.73,4.35
Objects_034_v,Objects,6.12,4.86
Objects_035_h,Objects,4.69,5.57
Objects_036_v,Objects,4.5,5.53
Objects_037_h,Objects,7.23,5.42
Objects_038_v,Objects,6.16,4.36
Objects_039_h,Objects,3.49,5.71
Objects_040_v,Objects,6.98,4.87
Objects_041_h,Objects,7,4.7
Objects_042_h,Objects,6.1,5.08
Objects_043_h,Objects,5.92,4.23
Objects_044_v,Objects,6.02,3.7
Objects_045_h,Objects,4.8,5.37
Objects_046_h,Objects,5.14,5.71
Objects_047_h,Objects,5.82,5.04
Objects_048_h,Objects,6.61,5
Objects_049_h,Objects,5.46,5.17
Objects_050_h,Objects,5.06,5.2
Objects_051_h,Objects,6.27,5.04
Objects_052_h,Objects,7,4.9
Objects_053_h,Objects,4.37,5.85
Objects_054_h,Objects,5.9,4.45
Objects_056_h,Objects,6.56,4.63
Objects_057_h,Objects,4.94,5.48
Objects_058_h,Objects,6.09,4.67
Objects_059_h,Objects,4.86,5.31
Objects_060_h,Objects,4.73,5.13
Objects_061_h,Objects,6.02,5.12
Objects_062_h,Objects,5.85,5.41
Objects_063_v,Objects,6.98,5.13
Objects_064_v,Objects,5.87,5.21
Objects_065_h,Objects,5.15,5.63
Objects_066_v,Objects,6.04,5
Objects_067_h,Objects,5.02,5.43
Objects_068_v,Objects,5.24,4.8
Objects_069_h,Objects,6.8,5.47
Objects_070_v,Objects,6.35,5.36
Objects_071_h,Objects,4.98,5.06
Objects_072_v,Objects,6.63,5.1
Objects_073_h,Objects,6.78,4.53
Objects_074_v,Objects,7.55,4.85
Objects_075_h,Objects,6.97,4.94
Objects_076_v,Objects,7.25,4.89
Objects_077_h,Objects,7.71,4.35
Objects_078_h,Objects,6.94,5.37
Objects_079_h,Objects,6.94,4.83
Objects_080_h,Objects,7.55,5.2
Objects_081_h,Objects,7.16,5.28
Objects_082_h,Objects,6.49,4.72
Objects_083_h,Objects,6.18,5.07
Objects_084_v,Objects,7.81,3.51
Objects_085_h,Objects,6.75,4.82
Objects_086_h,Objects,7.15,4.26
Objects_088_h,Objects,3.55,5.67
Objects_089_h,Objects,5.09,4.93
Objects_090_h,Objects,5.73,4.44
Objects_091_h,Objects,6.28,4.44
Objects_092_v,Objects,6.02,5.96
Objects_093_h,Objects,5.78,4.72
Objects_094_v,Objects,6.45,4.72
Objects_095_h,Objects,6.42,4.49
Objects_096_v,Objects,7.46,4.02
Objects_097_h,Objects,7.21,4.76
Objects_099_h,Objects,6.4,4.18
Objects_100_v,Objects,7.05,4.98
Objects_101_h,Objects,7.37,4.51
Objects_102_v,Objects,6.69,5.1
Objects_104_v,Objects,6.68,5.24
Objects_106_v,Objects,3.94,5.48
Objects_107_h,Objects,4.04,5.46
Objects_108_v,Objects,4.83,5
Objects_109_h,Objects,3.59,5.58
Objects_110_v,Objects,3.36,5.77
Objects_111_h,Objects,3.32,5.88
Objects_112_h,Objects,4.97,4.53
Objects_113_h,Objects,4.43,5.71
Objects_114_h,Objects,3.84,5.36
Objects_116_v,Objects,4.02,4.52
Objects_117_h,Objects,3.64,5.7
Objects_120_h,Objects,3.58,5.56
Objects_122_h,Objects,4.08,5
Objects_123_h,Objects,3.66,5.75
Objects_124_h,Objects,4.6,5.18
Objects_125_h,Objects,2.02,6.2
Objects_128_h,Objects,4.04,5.2
Objects_129_h,Objects,6.26,4.53
Objects_130_h,Objects,4.98,4.69
Objects_133_h,Objects,4.15,5.61
Objects_134_h,Objects,4.32,4.84
Objects_135_h,Objects,3.92,5.06
Objects_136_h,Objects,3.96,5.39
Objects_138_h,Objects,4.46,5.94
Objects_140_h,Objects,3.79,5.09
Objects_141_h,Objects,3.54,5.46
Objects_142_h,Objects,3.68,5.83
Objects_144_h,Objects,3,5.68
Objects_146_h,Objects,4.48,4.88
Objects_150_h,Objects,3.64,5.94
Objects_151_h,Objects,3.82,5.35
Objects_152_v,Objects,5.19,5.1
Objects_153_h,Objects,3.61,5.42
Objects_155_h,Objects,3.73,5.49
Objects_156_v,Objects,4.06,5.3
Objects_157_h,Objects,2.93,6.04
Objects_158_h,Objects,3.45,5.88
Objects_159_v,Objects,4.17,5.04
Objects_160_h,Objects,5.41,5.73
Objects_161_v,Objects,5.44,4.48
Objects_162_h,Objects,5.44,4.98
Objects_163_v,Objects,5.53,4.72
Objects_164_h,Objects,4.25,5.12
Objects_165_v,Objects,4.48,5.77
Objects_166_h,Objects,5.83,4.59
Objects_167_v,Objects,5.66,4.63
Objects_168_v,Objects,5.51,5
Objects_169_h,Objects,6.37,4.28
Objects_170_v,Objects,3.46,5.88
Objects_171_h,Objects,7.06,5.39
Objects_172_v,Objects,5.31,4.86
Objects_173_h,Objects,3.76,5.31
Objects_174_v,Objects,6.62,5.04
Objects_175_h,Objects,4.43,5
Objects_176_v,Objects,5.15,5
Objects_177_h,Objects,4.57,5.24
Objects_178_v,Objects,5.7,4.28
Objects_179_h,Objects,4.85,4.98
Objects_180_v,Objects,7.17,3.1
Objects_181_h,Objects,4.34,5.6
Objects_182_v,Objects,3.91,5.53
Objects_183_h,Objects,6.69,4.33
Objects_184_v,Objects,4.18,5.05
Objects_185_h,Objects,5.18,5.04
Objects_186_v,Objects,4.55,4.83
Objects_187_h,Objects,4.73,4.96
Objects_188_v,Objects,3.45,5.49
Objects_189_h,Objects,5.07,4.93
Objects_190_h,Objects,7.2,3.6
Objects_191_v,Objects,5.23,4.63
Objects_192_h,Objects,7.18,4.11
Objects_193_v,Objects,6,5.26
Objects_194_h,Objects,4.73,5.13
Objects_195_v,Objects,6.47,3.68
Objects_196_h,Objects,5.09,4.96
Objects_197_v,Objects,5,5.13
Objects_198_h,Objects,6.02,4.45
Objects_199_v,Objects,6.32,4
Objects_200_h,Objects,5.78,4.47
Objects_201_v,Objects,6,3.91
Objects_202_h,Objects,4.14,6.16
Objects_203_v,Objects,6,4.82
Objects_204_h,Objects,5.13,4.63
Objects_205_h,Objects,6.51,4.59
Objects_206_h,Objects,3.89,5.43
Objects_207_h,Objects,3.78,5.13
Objects_208_h,Objects,5.13,4.92
Objects_209_h,Objects,5.8,4.68
Objects_210_h,Objects,4.85,4.63
Objects_211_h,Objects,5.09,4.87
Objects_212_h,Objects,3.76,5.73
Objects_213_h,Objects,4.95,5.25
Objects_214_h,Objects,5.78,4.11
Objects_215_v,Objects,4.08,5.22
Objects_216_h,Objects,4.61,5.26
Objects_217_h,Objects,6.57,4.41
Objects_218_h,Objects,3.41,5.84
Objects_219_h,Objects,5.92,4.25
Objects_220_h,Objects,5.89,4.01
Objects_221_h,Objects,5.61,4.87
Objects_222_h,Objects,4.73,5.02
Objects_223_h,Objects,5.2,4.82
Objects_224_h,Objects,4.89,4.91
Objects_225_h,Objects,4.13,5.33
Objects_226_h,Objects,4.98,5
Objects_227_v,Objects,5.57,4.52
Objects_228_h,Objects,4.55,5.26
Objects_229_h,Objects,3.9,5.7
Objects_230_h,Objects,5.32,5.07
Objects_231_h,Objects,5.21,4.64
Objects_232_h,Objects,3.55,5.63
Objects_233_h,Objects,3.57,5.83
Objects_234_h,Objects,4.43,4.97
Objects_235_h,Objects,3.96,5.27
Objects_236_h,Objects,4.06,5.09
Objects_237_h,Objects,5.5,4.27
Objects_238_h,Objects,4.65,5.24
Objects_239_v,Objects,5,4.74
Objects_240_h,Objects,6.37,4.65
Objects_241_h,Objects,5.94,4.69
Objects_242_h,Objects,4.09,5.17
Objects_243_h,Objects,3.52,5.65
Objects_244_h,Objects,5.07,4.98
Objects_245_h,Objects,5.2,4.88
Objects_246_h,Objects,4.9,4.73
Objects_247_h,Objects,5.17,4.81
Objects_248_h,Objects,4.37,5.15
Objects_249_v,Objects,5.58,4.27
Objects_250_h,Objects,5.98,4.91
Objects_251_v,Objects,4.83,4.74
Objects_252_h,Objects,4.41,5.28
Objects_253_v,Objects,3.64,5.51
Objects_254_h,Objects,7,4.66
Objects_255_v,Objects,6.13,4.57
Objects_256_h,Objects,6.48,4.19
Objects_257_h,Objects,5.68,4.37
Objects_258_h,Objects,5.78,4.56
Objects_259_h,Objects,5.93,4.72
Objects_260_h,Objects,6.75,4.45
Objects_261_h,Objects,6.2,5.02
Objects_262_h,Objects,6.81,4.62
Objects_263_h,Objects,6.98,4.43
Objects_264_v,Objects,6.6,5.08
Objects_265_h,Objects,6.19,4.38
Objects_266_h,Objects,6.36,5.07
Objects_267_v,Objects,6.65,4.44
Objects_268_h,Objects,6.31,4.41
Objects_269_h,Objects,5.46,5.24
Objects_270_h,Objects,6.98,4.32
Objects_271_h,Objects,5.98,4.36
Objects_272_h,Objects,7.06,4.52
Objects_273_h,Objects,6.16,4.84
Objects_274_h,Objects,5.12,5.62
Objects_275_v,Objects,3.58,5.82
Objects_276_h,Objects,5.41,4.55
Objects_277_h,Objects,4.59,4.98
Objects_278_h,Objects,5.48,4.49
Objects_279_h,Objects,5.43,4.88
Objects_280_v,Objects,4.82,5.07
Objects_281_h,Objects,4.56,4.96
Objects_282_h,Objects,4.36,5.09
Objects_283_h,Objects,2.62,6.89
Objects_284_h,Objects,3.77,5.96
Objects_286_h,Objects,4.33,5.42
Objects_287_h,Objects,4.06,5.26
Objects_288_h,Objects,5.93,4.9
Objects_289_h,Objects,5.92,4.89
Objects_290_h,Objects,6.49,5.96
Objects_291_h,Objects,7.04,6.79
Objects_292_h,Objects,5.75,4.83
Objects_293_h,Objects,4.65,5.23
Objects_294_h,Objects,5.94,4.9
Objects_295_h,Objects,5.71,4.57
Objects_296_h,Objects,5.15,4.98
Objects_297_h,Objects,6,4.28
Objects_298_h,Objects,4.67,5.46
Objects_299_h,Objects,5.08,4.92
Objects_300_h,Objects,6.55,6.41
Objects_301_h,Objects,6.17,5.92
Objects_302_h,Objects,5.65,4.75
Objects_303_h,Objects,5.92,4.57
Objects_304_h,Objects,6.21,4.31
Objects_305_h,Objects,5.87,4.78
Objects_306_h,Objects,5.41,4.78
Objects_307_v,Objects,5.07,4.79
Objects_308_h,Objects,5.02,4.83
Objects_309_h,Objects,6,5.32
Objects_310_h,Objects,5.28,4.66
Objects_311_h,Objects,5.04,4.98
Objects_312_h,Objects,5.16,4.89
Objects_313_h,Objects,5.46,4.41
Objects_314_h,Objects,4.93,4.7
Objects_315_h,Objects,6.23,4.45
Objects_316_h,Objects,5.95,4.87
Objects_317_h,Objects,6.26,4.96
Objects_318_h,Objects,3.96,5.53
Objects_319_h,Objects,6.24,5.02
Objects_320_h,Objects,6.38,4.67
Objects_321_h,Objects,6.53,4.39
Objects_322_h,Objects,6.42,5.33
Objects_323_h,Objects,6.96,5.02
Objects_324_h,Objects,6.08,5.34
Objects_325_h,Objects,7.4,4.17
Objects_326_h,Objects,7.73,3.35
Objects_327_h,Objects,7.67,3.55
People_001_h,People,2.69,6.84
People_004_h,People,2.85,6.49
People_005_h,People,3.74,6.94
People_006_h,People,3.65,7.13
People_008_h,People,2.72,6.36
People_009_h,People,2.7,6.51
People_011_h,People,4.3,6.52
People_012_h,People,3.16,5.91
People_014_h,People,4.33,5.56
People_015_h,People,3.77,6.19
People_016_h,People,2.45,7.04
People_017_h,People,2.96,7.44
People_018_h,People,4.44,6.33
People_021_h,People,2.7,6.71
People_026_h,People,7.7,4.54
People_027_h,People,6.18,4.52
People_028_h,People,5.48,6.54
People_029_h,People,6.32,6.73
People_030_h,People,7.38,5.16
People_032_h,People,4.18,6.27
People_033_h,People,3.65,6.14
People_035_h,People,4.52,5.16
People_041_h,People,6.7,4.57
People_043_h,People,7.64,4.33
People_044_h,People,6.85,3.77
People_045_h,People,6.56,4.23
People_046_h,People,6.94,4.19
People_047_h,People,6.28,3.86
People_048_h,People,6.3,4.16
People_049_h,People,6.28,4.27
People_050_v,People,7.34,3.78
People_051_h,People,7.92,4.81
People_052_h,People,7.81,4.54
People_054_h,People,7.55,3.2
People_055_h,People,7.69,4.2
People_056_h,People,5.53,4.85
People_061_h,People,4.76,5.33
People_063_h,People,6.05,4.84
People_065_h,People,4.77,5.38
People_066_v,People,4.93,5.76
People_067_h,People,7.52,4.54
People_068_h,People,7.11,5.16
People_069_h,People,6.71,4.78
People_078_v,People,4.98,5.09
People_080_h,People,4.02,5.13
People_081_v,People,3.81,6.38
People_082_h,People,3,5.76
People_083_h,People,3.56,5.54
People_085_h,People,3.17,5.83
People_087_h,People,3.57,5.71
People_089_h,People,6.36,4.71
People_090_v,People,3.4,6.22
People_091_h,People,5.26,5.04
People_092_v,People,6.47,4.9
People_093_h,People,6.17,4.28
People_094_h,People,3.2,5.94
People_095_h,People,5.24,5.17
People_096_h,People,7.78,5.4
People_097_h,People,5.27,4.8
People_098_h,People,3.27,6.96
People_099_h,People,6.88,4.72
People_100_h,People,5.15,6.06
People_101_h,People,6.86,4.45
People_102_h,People,5.88,4.98
People_103_h,People,7.77,3.8
People_104_h,People,5.38,4.12
People_105_h,People,6.14,3.98
People_106_v,People,6.76,4.28
People_107_h,People,7.38,3.65
People_108_h,People,7.52,3.57
People_109_h,People,6.77,3.56
People_110_h,People,8.11,2.68
People_111_h,People,7.18,4.55
People_112_h,People,7.32,3.13
People_113_h,People,8.05,3.4
People_114_h,People,5.89,4.63
People_115_h,People,7.9,4.22
People_116_h,People,7.67,3.46
People_117_h,People,3.94,5.32
People_118_h,People,2.48,5.98
People_119_h,People,3,5.7
People_120_h,People,3.36,5.81
People_121_h,People,3.31,5.94
People_122_h,People,4.76,4.92
People_123_h,People,3.47,6.24
People_125_h,People,2.69,6.14
People_126_h,People,3.55,5.98
People_130_h,People,7.17,5.74
People_131_h,People,4.28,5.71
People_132_h,People,4.62,6.33
People_133_h,People,3,6.24
People_134_h,People,3.8,5.76
People_135_h,People,4.62,5.22
People_136_h,People,2.6,6.1
People_137_h,People,3.86,5.65
People_138_h,People,5.92,3.72
People_139_h,People,4.16,6.53
People_141_h,People,4.15,5.53
People_142_h,People,2.85,6.04
People_143_h,People,2.57,6.19
People_144_h,People,2.96,6.29
People_145_h,People,3.11,5.77
People_146_h,People,4.94,4.9
People_148_h,People,5.59,4.69
People_149_h,People,5.49,4.21
People_150_h,People,5.21,4.64
People_151_h,People,6.18,4.53
People_152_h,People,7.16,4.25
People_153_h,People,6.43,4
People_154_h,People,7.59,2.89
People_156_h,People,3.96,5.81
People_157_h,People,6.29,4.51
People_158_h,People,6.06,4.56
People_159_h,People,5.44,4.43
People_160_h,People,7.4,5.25
People_161_h,People,7.51,4.82
People_162_h,People,6.76,5.14
People_163_v,People,6.02,4.43
People_164_h,People,4.84,5.23
People_165_v,People,6.06,5
People_166_h,People,6.09,4.33
People_167_h,People,6.29,4.73
People_168_h,People,7.39,3.58
People_169_h,People,7.58,3.4
People_170_v,People,4.12,5.73
People_171_v,People,6.93,5.36
People_172_v,People,8.02,4.53
People_173_h,People,6.98,4.75
People_174_v,People,7.52,4.9
People_175_h,People,7.21,6.15
People_176_h,People,7.49,3.16
People_177_h,People,6.43,5.57
People_178_h,People,6.85,5.53
People_179_h,People,7.25,3.8
People_180_h,People,7.06,5.52
People_182_h,People,7.12,4.88
People_183_h,People,7.31,5.53
People_184_h,People,5.91,4.96
People_185_h,People,7.63,4.98
People_186_h,People,7.55,3.47
People_187_h,People,7.84,5.78
People_188_h,People,7.55,4.51
People_189_h,People,7.06,6.03
People_190_h,People,8.22,4.68
People_191_h,People,7.31,4.85
People_192_h,People,7.17,4.76
People_193_h,People,7.3,6
People_194_h,People,6.63,4.78
People_195_h,People,7.09,3.94
People_196_h,People,7.58,5.85
People_210_h,People,3.84,5.74
People_219_h,People,3.54,6.06
People_239_h,People,2.4,6.66
People_244_v,People,3.56,6.42
People_248_h,People,6.04,5.83
People_249_h,People,5.64,5.67
People_250_h,People,6.76,2.98
