ID,Category,ValenceM,ArousalM,ValenceLevel,ArousalLevel
Objects_324_h.jpg,Objects,4.71,2.54,High,Medium
Objects_325_h.jpg,Objects,4.0,2.9,High,Medium
Objects_326_h.jpg,Objects,4.14,2.18,High,Low
Objects_327_h.jpg,Objects,3.7,3.05,High,Medium
People_001_h.jpg,People,1.39,2.82,Low,Medium
People_004_h.jpg,People,2.05,2.42,Low,Low
People_005_h.jpg,People,3.85,3.2,High,Medium
People_006_h.jpg,People,3.25,3.2,Medium,Medium
People_008_h.jpg,People,2.5,2.32,Low,Low
People_009_h.jpg,People,2.05,2.4,Low,Low
People_011_h.jpg,People,2.8,1.95,Medium,Low
People_012_h.jpg,People,2.11,2.86,Low,Medium
People_014_h.jpg,People,3.15,2.75,Medium,Medium
People_015_h.jpg,People,2.86,1.86,Medium,Low
People_016_h.jpg,People,2.9,2.6,Medium,Medium
People_017_h.jpg,People,3.14,2.73,Medium,Medium
People_018_h.jpg,People,3.14,3.11,Medium,Medium
People_021_h.jpg,People,3.2,2.8,Medium,Medium
People_026_h.jpg,People,4.5,2.39,High,Low
People_027_h.jpg,People,2.95,2.6,Medium,Medium
People_028_h.jpg,People,3.25,2.68,Medium,Medium
People_029_h.jpg,People,4.16,3.74,High,High
People_030_h.jpg,People,3.89,3.26,High,Medium
People_032_h.jpg,People,2.18,2.86,Low,Medium
People_033_h.jpg,People,1.63,1.95,Low,Low
People_035_h.jpg,People,1.6,1.9,Low,Low
People_041_h.jpg,People,3.54,2.21,High,Low
People_043_h.jpg,People,2.77,1.95,Medium,Low
People_044_h.jpg,People,4.8,2.85,High,Medium
People_045_h.jpg,People,2.05,1.9,Low,Low
People_046_h.jpg,People,3.16,2.53,Medium,Medium
People_047_h.jpg,People,3.6,2.25,High,Low
People_048_h.jpg,People,3.8,2.75,High,Medium
People_049_h.jpg,People,3.25,2.29,Medium,Low
People_050_v.jpg,People,4.21,2.25,High,Low
People_051_h.jpg,People,4.5,3.23,High,Medium
People_052_h.jpg,People,4.93,2.5,High,Low
People_054_h.jpg,People,4.45,3.45,High,Medium
People_055_h.jpg,People,4.25,3.25,High,Medium
People_056_h.jpg,People,2.95,1.91,Medium,Low
People_061_h.jpg,People,3.11,2.74,Medium,Medium
People_063_h.jpg,People,2.8,2.2,Medium,Low
People_065_h.jpg,People,3.14,2.11,Medium,Low
People_066_v.jpg,People,2.61,2.61,Medium,Medium
People_067_h.jpg,People,3.3,2.85,Medium,Medium
People_068_h.jpg,People,3.11,2.74,Medium,Medium
People_069_h.jpg,People,2.57,2.43,Medium,Low
People_078_v.jpg,People,2.95,1.95,Medium,Low
People_080_h.jpg,People,1.46,2.71,Low,Medium
People_081_v.jpg,People,2.73,2.55,Medium,Medium
People_082_h.jpg,People,2.54,2.25,Medium,Low
People_083_h.jpg,People,1.95,2.15,Low,Low
People_085_h.jpg,People,2.59,1.64,Medium,Low
People_087_h.jpg,People,1.57,2.68,Low,Medium
People_089_h.jpg,People,3.14,1.96,Medium,Low
People_090_v.jpg,People,2.15,3.1,Low,Medium
People_091_h.jpg,People,3.36,2.41,Medium,Low
People_092_v.jpg,People,3.73,2.36,High,Low
People_093_h.jpg,People,3.37,2.79,Medium,Medium
People_094_h.jpg,People,2.05,1.68,Low,Low
People_095_h.jpg,People,2.32,1.64,Low,Low
People_096_h.jpg,People,4.05,2.82,High,Medium
People_097_h.jpg,People,2.73,1.59,Medium,Low
People_098_h.jpg,People,4.1,3.6,High,High
People_099_h.jpg,People,4.42,3.42,High,Medium
People_100_h.jpg,People,4.21,2.5,High,Low
People_101_h.jpg,People,3.2,3.0,Medium,Medium
People_102_h.jpg,People,3.71,2.04,High,Low
People_103_h.jpg,People,4.05,2.65,High,Medium
People_104_h.jpg,People,2.8,2.7,Medium,Medium
People_105_h.jpg,People,2.73,1.77,Medium,Low
People_106_v.jpg,People,3.14,2.09,Medium,Low
People_107_h.jpg,People,4.37,2.84,High,Medium
People_108_h.jpg,People,4.54,2.32,High,Low
People_109_h.jpg,People,2.95,2.21,Medium,Low
People_110_h.jpg,People,4.27,2.14,High,Low
People_111_h.jpg,People,4.45,2.59,High,Medium
People_112_h.jpg,People,3.53,2.74,High,Medium
People_113_h.jpg,People,4.26,2.68,High,Medium
People_114_h.jpg,People,3.2,2.95,Medium,Medium
People_115_h.jpg,People,3.47,2.68,Medium,Medium
People_116_h.jpg,People,4.3,3.1,High,Medium
People_117_h.jpg,People,3.05,1.77,Medium,Low
People_118_h.jpg,People,2.05,1.5,Low,Low
People_119_h.jpg,People,1.47,1.74,Low,Low
People_120_h.jpg,People,1.68,1.89,Low,Low
People_121_h.jpg,People,2.05,1.41,Low,Low
People_122_h.jpg,People,1.89,2.68,Low,Medium
People_123_h.jpg,People,2.95,2.79,Medium,Medium
People_125_h.jpg,People,1.57,2.71,Low,Medium
People_126_h.jpg,People,2.25,2.35,Low,Low
People_130_h.jpg,People,4.68,2.25,High,Low
People_131_h.jpg,People,3.3,3.4,Medium,Medium
People_132_h.jpg,People,3.4,2.9,Medium,Medium
People_133_h.jpg,People,2.64,2.09,Medium,Low
People_134_h.jpg,People,2.68,1.45,Medium,Low
People_135_h.jpg,People,1.68,2.64,Low,Medium
People_136_h.jpg,People,1.95,2.3,Low,Low
People_137_h.jpg,People,2.64,1.64,Medium,Low
People_138_h.jpg,People,3.15,2.45,Medium,Low
People_139_h.jpg,People,3.3,2.9,Medium,Medium
People_141_h.jpg,People,2.21,2.11,Low,Low
People_142_h.jpg,People,1.8,2.0,Low,Low
People_143_h.jpg,People,1.2,2.15,Low,Low
People_144_h.jpg,People,1.65,2.05,Low,Low
People_145_h.jpg,People,1.85,1.85,Low,Low
People_146_h.jpg,People,2.5,2.25,Low,Low
People_148_h.jpg,People,3.09,1.95,Medium,Low
People_149_h.jpg,People,2.59,2.0,Medium,Low
People_150_h.jpg,People,2.47,1.47,Low,Low
People_151_h.jpg,People,3.8,2.45,High,Low
People_152_h.jpg,People,3.63,2.68,High,Medium
People_153_h.jpg,People,4.18,2.55,High,Medium
People_154_h.jpg,People,3.55,2.5,High,Low
People_156_h.jpg,People,1.63,1.58,Low,Low
People_157_h.jpg,People,4.23,1.91,High,Low
People_158_h.jpg,People,3.65,2.75,High,Medium
People_159_h.jpg,People,2.45,2.1,Low,Low
People_160_h.jpg,People,4.41,2.82,High,Medium
People_161_h.jpg,People,4.11,3.21,High,Medium
People_162_h.jpg,People,2.95,1.84,Medium,Low
People_163_v.jpg,People,2.8,2.55,Medium,Medium
People_164_h.jpg,People,2.5,1.59,Low,Low
People_165_v.jpg,People,2.9,2.05,Medium,Low
People_166_h.jpg,People,3.18,1.86,Medium,Low
People_167_h.jpg,People,3.45,2.35,Medium,Low
People_168_h.jpg,People,3.64,2.55,High,Medium
People_169_h.jpg,People,3.0,2.0,Medium,Low
People_170_v.jpg,People,2.0,2.26,Low,Low
People_171_v.jpg,People,3.61,2.07,High,Low
People_172_v.jpg,People,3.86,2.76,High,Medium
People_173_h.jpg,People,3.68,2.05,High,Low
People_174_v.jpg,People,3.18,1.91,Medium,Low
People_175_h.jpg,People,3.75,3.3,High,Medium
People_176_h.jpg,People,3.59,2.76,High,Medium
People_177_h.jpg,People,4.18,2.78,High,Medium
People_178_h.jpg,People,3.82,2.59,High,Medium
People_179_h.jpg,People,4.05,2.9,High,Medium
People_180_h.jpg,People,3.91,2.68,High,Medium
People_182_h.jpg,People,3.8,3.2,High,Medium
People_183_h.jpg,People,3.65,3.41,High,Medium
People_184_h.jpg,People,2.0,2.43,Low,Low
People_185_h.jpg,People,4.14,2.41,High,Low
People_186_h.jpg,People,4.14,2.18,High,Low
People_187_h.jpg,People,4.18,2.41,High,Low
People_188_h.jpg,People,4.6,3.6,High,High
People_189_h.jpg,People,4.5,2.82,High,Medium
People_190_h.jpg,People,4.82,2.95,High,Medium
People_191_h.jpg,People,3.7,2.8,High,Medium
People_192_h.jpg,People,3.71,2.59,High,Medium
People_193_h.jpg,People,4.55,3.14,High,Medium
People_194_h.jpg,People,2.86,1.91,Medium,Low
People_195_h.jpg,People,3.0,2.29,Medium,Low
People_196_h.jpg,People,4.23,2.86,High,Medium
People_210_h.jpg,People,2.09,2.0,Low,Low
People_219_h.jpg,People,2.36,1.91,Low,Low
People_239_h.jpg,People,1.41,2.06,Low,Low
People_244_v.jpg,People,2.27,2.41,Low,Low
People_248_h.jpg,People,4.15,3.2,High,Medium
People_249_h.jpg,People,3.68,2.32,High,Low
People_250_h.jpg,People,3.5,2.35,Medium,Low
